data,Name,Game,X,Y,V5,V6,V7,V8,V9,First_Position,Second_Position,Third_Position,Fourth_Position,Fifth_Position
232,Jack COLBACK,14.08.17 Newcastle United v Manchester City,0.522927182,1.050121269,81.23885836,60.0642798,43.15206479,41.15385002,2.558192901,Holding Midfielder,Left Centre Midfielder,Supporting Attacker,Right Centre Midfielder,Central Defender
233,Yoan GOUFFRAN,14.08.17 Newcastle United v Manchester City,4.026372526,3.517409472,69.37554988,58.36225111,53.3689814,28.30281827,14.2487912,Left Centre Midfielder,Holding Midfielder,Supporting Attacker,Right Centre Midfielder,Left Centre Forward
234,Gael CLICHY,14.08.17 Newcastle United v Manchester City,0.200547245,22.15606941,80.4697764,49.0946574,29.85595968,20.51450305,7.60940097,Advanced Left Back,Left Centre Midfielder,Left Wing,Central Left Defender,Holding Midfielder
235,Tim KRUL,14.08.17 Newcastle United v Manchester City,-40.78328135,0.968654971,54.76918362,44.6401658,41.62945174,17.72959945,6.378603831,Central Defender,Central Left Defender,Central Right Defender,Holding Midfielder,Left Centre Midfielder
236,FERNANDO,14.08.17 Newcastle United v Manchester City,-0.779315759,2.111570656,81.67616141,64.30657748,38.03989522,36.16379115,11.07660073,Holding Midfielder,Left Centre Midfielder,Supporting Attacker,Right Centre Midfielder,Central Defender
237,Emmanuel RIVIERE,14.08.17 Newcastle United v Manchester City,15.36230392,-1.515707162,81.72340273,58.46583775,46.54820712,20.35766115,4.410448719,Supporting Attacker,Right Centre Forward,Left Centre Forward,Right Centre Midfielder,Left Centre Midfielder
238,Gabriel OBERTAN,14.08.17 Newcastle United v Manchester City,14.67823782,-15.95537206,63.30077301,48.39854825,48.07118297,30.60275192,26.35322427,Right Wing,Right Centre Midfielder,Right Centre Forward,Supporting Attacker,Advanced Right Back
239,Roland AARONS,14.08.17 Newcastle United v Manchester City,10.23518001,14.74147915,52.14115343,44.63688808,35.39911991,28.56796611,25.13566941,Left Centre Midfielder,Left Wing,Left Centre Forward,Advanced Left Back,Supporting Attacker
240,FERNANDINHO,14.08.17 Newcastle United v Manchester City,2.118887047,0.287214851,75.46713805,55.51902552,49.36133885,44.72615482,2.818135686,Holding Midfielder,Left Centre Midfielder,Supporting Attacker,Right Centre Midfielder,Left Centre Forward
241,James MILNER,14.08.17 Newcastle United v Manchester City,14.43644192,4.592541218,69.36646518,64.47353543,30.21482479,27.48329067,1.192278091,Supporting Attacker,Left Centre Forward,Right Centre Forward,Left Centre Midfielder,Holding Midfielder
242,Ayoze PEREZ,14.08.17 Newcastle United v Manchester City,14.10618853,-0.548475679,88.83412973,45.85365395,42.48021701,16.05682758,6.852289487,Supporting Attacker,Right Centre Forward,Left Centre Forward,Right Centre Midfielder,Left Centre Midfielder
243,Sergio AGUERO,14.08.17 Newcastle United v Manchester City,20.58906875,1.798365436,78.08084513,62.20853451,59.19117812,6.039780687,3.951717355,Left Centre Forward,Right Centre Forward,Supporting Attacker,Left Centre Midfielder,Right Centre Midfielder
244,Danny INGS,14.08.18 Burnley v Chelsea,15.85990327,-0.94426045,80.2133678,59.52806834,52.10100126,18.46850744,6.789089327,Supporting Attacker,Right Centre Forward,Left Centre Forward,Right Centre Midfielder,Left Centre Midfielder
245,Lucas JUTKIEWICZ,14.08.18 Burnley v Chelsea,16.84312051,-3.088278796,72.92107808,72.77836018,47.14731661,25.17117285,1.016645825,Supporting Attacker,Right Centre Forward,Left Centre Forward,Right Centre Midfielder,Left Centre Midfielder
246,Dean MARNEY,14.08.18 Burnley v Chelsea,0.442395881,-9.500288617,78.57531681,55.01177482,22.38759917,9.499043228,1.657616136,Right Centre Midfielder,Holding Midfielder,Supporting Attacker,Advanced Right Back,Left Centre Midfielder
247,Kieran TRIPPIER,14.08.18 Burnley v Chelsea,0.105509244,-22.51837241,81.55300576,49.4655358,26.75510483,20.0898546,15.38076616,Advanced Right Back,Right Centre Midfielder,Right Wing,Central Right Defender,Holding Midfielder
248,Gary CAHILL,14.08.18 Burnley v Chelsea,-17.36147961,-11.03381775,87.55105126,55.7883395,29.69158251,13.56380957,0.800645774,Central Right Defender,Central Defender,Holding Midfielder,Right Centre Midfielder,Advanced Right Back
249,Thibaut COURTOIS,14.08.18 Burnley v Chelsea,-41.43334433,1.446226985,54.05076429,44.82541999,40.85153456,17.59277382,6.693370036,Central Defender,Central Left Defender,Central Right Defender,Holding Midfielder,Left Centre Midfielder
250,Jason SHACKELL,14.08.18 Burnley v Chelsea,-17.28479333,9.189980658,80.52121859,62.99466922,30.27711609,25.81072977,10.81571129,Central Left Defender,Central Defender,Holding Midfielder,Left Centre Midfielder,Central Right Defender
251,Francesc FABREGAS,14.08.18 Burnley v Chelsea,4.390312073,2.216436054,60.63867165,58.3827775,55.52678948,31.69459806,10.38140343,Left Centre Midfielder,Holding Midfielder,Supporting Attacker,Right Centre Midfielder,Left Centre Forward
252,Scott ARFIELD,14.08.18 Burnley v Chelsea,4.871181635,-1.987416487,58.64444572,57.91778022,51.8925583,35.40346375,6.112056905,Holding Midfielder,Supporting Attacker,Right Centre Midfielder,Left Centre Midfielder,Right Centre Forward
253,John TERRY,14.08.18 Burnley v Chelsea,-17.27400415,11.44992739,88.417223,53.55281279,23.70977793,23.27084021,3.593851647,Central Left Defender,Central Defender,Left Centre Midfielder,Holding Midfielder,Advanced Left Back
254,Nemanja MATIC,14.08.18 Burnley v Chelsea,-0.838152556,4.576278868,72.76688482,69.07048563,30.20654109,20.39030454,3.279365622,Left Centre Midfielder,Holding Midfielder,Supporting Attacker,Right Centre Midfielder,Central Defender
255,Cesar AZPILICUETA,14.08.18 Burnley v Chelsea,-0.288533023,23.82709189,86.1682024,45.56020106,31.89877155,23.87300205,6.780978897,Advanced Left Back,Left Centre Midfielder,Left Wing,Central Left Defender,Holding Midfielder
256,Michael DUFF,14.08.18 Burnley v Chelsea,-16.87451117,-12.66742318,93.02357204,52.18329328,31.98120621,20.35464607,12.09238481,Central Right Defender,Central Defender,Holding Midfielder,Right Centre Midfielder,Advanced Right Back
257,Matthew TAYLOR,14.08.18 Burnley v Chelsea,5.237678452,12.48531858,72.66307582,11.20707246,11.04101569,4.2409031,0.550127786,Left Centre Midfielder,Advanced Left Back,Supporting Attacker,Holding Midfielder,Left Centre Forward
258,Ben MEE,14.08.18 Burnley v Chelsea,-4.245101135,20.93308674,67.27511606,49.09416627,39.36166653,14.27898536,13.8614267,Advanced Left Back,Left Centre Midfielder,Central Left Defender,Holding Midfielder,Left Wing
259,Branislav IVANOVIC,14.08.18 Burnley v Chelsea,4.063648429,-22.23771462,79.07915427,50.13290534,38.21221139,6.754695885,0.880625834,Advanced Right Back,Right Centre Midfielder,Right Wing,Holding Midfielder,Supporting Attacker
260,David JONES,14.08.18 Burnley v Chelsea,0.114223294,2.969816806,75.42763252,68.52465288,39.28896217,31.74021477,3.46795892,Holding Midfielder,Left Centre Midfielder,Supporting Attacker,Right Centre Midfielder,Central Defender
261,Andre SCHURRLE,14.08.18 Burnley v Chelsea,12.65617621,-3.22049903,83.34316981,45.06826605,32.24195206,23.23232343,6.508636319,Supporting Attacker,Right Centre Forward,Right Centre Midfielder,Left Centre Forward,Holding Midfielder
262,OSCAR,14.08.18 Burnley v Chelsea,9.859067995,3.38703788,69.37570783,35.17653726,25.32951643,11.53957235,1.371662847,Supporting Attacker,Left Centre Midfielder,Left Centre Forward,Holding Midfielder,Right Centre Forward
263,Diego DA SILVA COSTA,14.08.18 Burnley v Chelsea,20.02942882,5.123043614,93.43718696,56.58674999,48.64305894,19.41753025,16.91646094,Left Centre Forward,Supporting Attacker,Right Centre Forward,Left Wing,Left Centre Midfielder
264,Tom HEATON,14.08.18 Burnley v Chelsea,-41.79237352,-2.611955028,52.62091974,43.84648487,38.93339762,16.11765944,3.038930466,Central Defender,Central Right Defender,Central Left Defender,Holding Midfielder,Left Centre Midfielder
265,Eden HAZARD,14.08.18 Burnley v Chelsea,16.11967329,9.842747564,74.07799703,49.11594503,39.31839848,35.43483449,22.77875643,Left Centre Forward,Supporting Attacker,Left Wing,Left Centre Midfielder,Right Centre Forward
266,Michael KIGHTLY,14.08.18 Burnley v Chelsea,10.79171021,12.47421444,51.64649979,40.02591372,33.54874385,31.94030125,12.0929179,Left Centre Midfielder,Left Centre Forward,Left Wing,Supporting Attacker,Advanced Left Back
267,Ashley BARNES,14.08.18 Burnley v Chelsea,10.46100025,1.736087252,78.94893148,18.35011915,18.15914611,3.191324959,2.793506861,Supporting Attacker,Left Centre Forward,Left Centre Midfielder,Right Centre Forward,Holding Midfielder
268,WILLIAN,14.08.18 Burnley v Chelsea,12.44600719,-5.859686051,70.85730914,52.5904568,48.99457078,19.21062846,14.78533292,Supporting Attacker,Right Centre Forward,Right Centre Midfielder,Left Centre Forward,Holding Midfielder
269,Didier DROGBA,14.08.18 Burnley v Chelsea,14.91389076,0.646280698,83.38589088,53.564283,47.31878561,12.29002867,12.00937551,Supporting Attacker,Left Centre Forward,Right Centre Forward,Right Centre Midfielder,Left Centre Midfielder
270,John MIKEL,14.08.18 Burnley v Chelsea,-2.728936825,-1.225324211,98.47864594,42.63548009,41.36702838,25.17767877,15.02956582,Holding Midfielder,Left Centre Midfielder,Right Centre Midfielder,Supporting Attacker,Central Defender
271,Marvin SORDELL,14.08.18 Burnley v Chelsea,16.97981308,1.720607477,73.44566166,69.73732293,54.70628433,15.48182489,10.82950797,Supporting Attacker,Left Centre Forward,Right Centre Forward,Left Centre Midfielder,Right Centre Midfielder
272,Carlos SANCHEZ,14.08.23 Aston Villa v Newcastle United,-4.642875314,0.848835417,83.7466212,44.17488729,24.26910244,21.39835408,11.85851079,Holding Midfielder,Left Centre Midfielder,Right Centre Midfielder,Central Defender,Supporting Attacker
273,Siem DE JONG,14.08.23 Aston Villa v Newcastle United,12.57300971,3.415436893,75.5554084,46.89268694,26.02620363,20.62175345,2.309788227,Supporting Attacker,Left Centre Forward,Left Centre Midfielder,Right Centre Forward,Holding Midfielder
274,Nathan BAKER,14.08.23 Aston Villa v Newcastle United,-20.20212903,10.20677419,84.71889968,62.5413355,23.52359443,19.46418378,11.9981131,Central Left Defender,Central Defender,Holding Midfielder,Left Centre Midfielder,Central Right Defender
275,Steven TAYLOR,14.08.23 Aston Villa v Newcastle United,-17.71301983,-13.02831736,95.87285063,52.02420851,29.52849493,18.08595764,11.39402039,Central Right Defender,Central Defender,Holding Midfielder,Right Centre Midfielder,Advanced Right Back
276,RAMIRES,14.08.23 Chelsea v Leicester City,4.453503736,-5.611437095,75.41203576,59.77471907,53.87788048,25.57429727,17.37534161,Right Centre Midfielder,Holding Midfielder,Supporting Attacker,Left Centre Midfielder,Right Centre Forward
277,Marc ALBRIGHTON,14.08.23 Chelsea v Leicester City,9.506995401,-20.24597884,57.54009867,55.87343617,50.98088925,18.39666715,10.84282655,Right Wing,Advanced Right Back,Right Centre Midfielder,Right Centre Forward,Supporting Attacker
278,Mauro ZARATE,14.08.23 Crystal Palace v West Ham United,15.76194741,4.007766693,71.40552161,69.84044438,39.43038471,23.0962431,2.857501858,Left Centre Forward,Supporting Attacker,Right Centre Forward,Left Centre Midfielder,Right Centre Midfielder
279,James TOMKINS,14.08.23 Crystal Palace v West Ham United,-16.37945755,-7.613530618,73.21621491,67.28982303,39.16059442,16.01094077,12.59813799,Central Right Defender,Central Defender,Holding Midfielder,Right Centre Midfielder,Central Left Defender
280,Barry BANNAN,14.08.23 Crystal Palace v West Ham United,6.485424088,1.666060221,62.85634997,47.38498049,42.80043263,25.25017291,10.12481098,Supporting Attacker,Left Centre Midfielder,Holding Midfielder,Right Centre Midfielder,Left Centre Forward
281,Diafra SAKHO,14.08.23 Crystal Palace v West Ham United,16.08371075,-6.26240684,73.81168478,64.09320608,35.10909862,29.69943522,10.48692543,Right Centre Forward,Supporting Attacker,Right Centre Midfielder,Left Centre Forward,Right Wing
282,Jonathan WILLIAMS,14.08.23 Crystal Palace v West Ham United,12.12912933,5.867193576,64.57439931,52.86284887,41.39169988,16.72300965,9.539808796,Supporting Attacker,Left Centre Forward,Left Centre Midfielder,Right Centre Forward,Holding Midfielder
283,Glenn MURRAY,14.08.23 Crystal Palace v West Ham United,14.23000123,-2.555267786,83.26254148,53.94979868,34.70140117,24.97441462,0.873746117,Supporting Attacker,Right Centre Forward,Left Centre Forward,Right Centre Midfielder,Holding Midfielder
284,Diego POYET,14.08.23 Crystal Palace v West Ham United,-1.454210526,-1.619894737,94.89301858,48.58541895,45.19096209,33.89443156,11.86554384,Holding Midfielder,Right Centre Midfielder,Left Centre Midfielder,Supporting Attacker,Central Defender
285,Mesut OEZIL,14.08.23 Everton v Arsenal,12.94454853,3.370582682,75.76306295,49.4057302,24.59017361,23.05985713,1.136820505,Supporting Attacker,Left Centre Forward,Left Centre Midfielder,Right Centre Forward,Holding Midfielder
286,Per MERTESACKER,14.08.23 Everton v Arsenal,-15.94732098,-10.87232816,84.61688052,54.77489973,34.57034576,19.02034079,4.482651239,Central Right Defender,Central Defender,Holding Midfielder,Right Centre Midfielder,Advanced Right Back
287,Mathieu FLAMINI,14.08.23 Everton v Arsenal,-4.262001137,0.355974986,87.37082933,45.08962767,29.75805062,22.04478741,16.67711209,Holding Midfielder,Left Centre Midfielder,Right Centre Midfielder,Central Defender,Supporting Attacker
288,Leon OSMAN,14.08.23 Everton v Arsenal,6.061690065,7.501583675,77.89554162,48.25371979,36.89255915,25.4878995,7.383363184,Left Centre Midfielder,Supporting Attacker,Holding Midfielder,Left Centre Forward,Right Centre Midfielder
289,Joel CAMPBELL,14.08.23 Everton v Arsenal,18.83686054,-16.00873671,67.68188073,55.32013507,31.49406593,25.34035623,11.7249759,Right Wing,Right Centre Forward,Right Centre Midfielder,Supporting Attacker,Advanced Right Back
290,Christian ATSU,14.08.23 Everton v Arsenal,16.09707792,-13.61391991,56.49536492,51.58301326,41.20233849,33.70334218,6.709384134,Right Centre Forward,Right Wing,Right Centre Midfielder,Supporting Attacker,Advanced Right Back
291,Brown IDEYE,14.08.23 Southampton v West Bromwich Albion,15.99448628,-1.486323334,79.1028121,62.36523992,50.31545764,20.31579781,5.091315714,Supporting Attacker,Right Centre Forward,Left Centre Forward,Right Centre Midfielder,Left Centre Midfielder
292,Jason DAVIDSON,14.08.23 Southampton v West Bromwich Albion,5.258333333,24.71313725,84.85204024,50.0835832,39.60818773,8.881128248,0.449260298,Advanced Left Back,Left Wing,Left Centre Midfielder,Left Centre Forward,Central Left Defender
293,Jack CORK,14.08.23 Southampton v West Bromwich Albion,-3.63472153,-4.605632357,80.46767284,42.17067631,13.51879929,5.183739938,3.482730253,Holding Midfielder,Right Centre Midfielder,Left Centre Midfielder,Supporting Attacker,Central Defender
294,Ross WALLACE,14.08.23 Swansea City v Burnley,17.56981646,-14.6759462,59.45634257,56.97689961,35.34020205,29.20460801,8.080782003,Right Wing,Right Centre Forward,Right Centre Midfielder,Supporting Attacker,Advanced Right Back
295,Steve SIDWELL,14.08.24 Hull City v Stoke City,-1.206170648,0.931308413,87.67338437,59.10876772,41.30769168,37.90270765,14.89735747,Holding Midfielder,Left Centre Midfielder,Right Centre Midfielder,Supporting Attacker,Central Defender
296,Peter ODEMWINGIE,14.08.24 Hull City v Stoke City,13.69235099,-18.14077398,69.79460646,48.47460008,39.60285622,37.9634896,24.08082729,Right Wing,Right Centre Midfielder,Right Centre Forward,Advanced Right Back,Supporting Attacker
297,Liam ROSENIOR,14.08.24 Hull City v Stoke City,2.744973869,6.220389917,85.15744442,55.13713799,43.57485261,18.34474042,13.45814068,Left Centre Midfielder,Holding Midfielder,Supporting Attacker,Right Centre Midfielder,Left Centre Forward
298,George BOYD,14.08.24 Hull City v Stoke City,8.69117114,-7.096552628,69.38266941,58.63994273,31.02194142,30.51212432,2.514508453,Right Centre Midfielder,Supporting Attacker,Right Centre Forward,Holding Midfielder,Left Centre Midfielder
299,Robin VAN PERSIE,14.08.24 Sunderland v Manchester United,14.79160275,-5.695028896,67.9767039,64.71577974,36.0857076,25.0269578,0.895501396,Supporting Attacker,Right Centre Forward,Right Centre Midfielder,Left Centre Forward,Holding Midfielder
300,Santiago VERGINI,14.08.24 Sunderland v Manchester United,-6.248896659,-19.74865353,56.56547455,47.40319015,43.76121119,25.14349508,4.838485886,Advanced Right Back,Central Right Defender,Right Centre Midfielder,Holding Midfielder,Central Defender
301,Tom CLEVERLEY,14.08.24 Sunderland v Manchester United,4.272485734,-2.015527795,63.09169129,55.93640673,53.53125534,37.86283957,5.766379604,Holding Midfielder,Supporting Attacker,Right Centre Midfielder,Left Centre Midfielder,Right Centre Forward
302,Antonio VALENCIA,14.08.24 Sunderland v Manchester United,6.759904611,-24.99302355,80.29347397,53.19778354,42.28445565,6.625858143,0.996673321,Advanced Right Back,Right Wing,Right Centre Midfielder,Right Centre Forward,Supporting Attacker
303,Michael KEANE,14.08.24 Sunderland v Manchester United,-17.50302743,-12.64719978,94.20292413,52.62988833,30.02934721,17.86959356,9.979509851,Central Right Defender,Central Defender,Holding Midfielder,Right Centre Midfielder,Advanced Right Back
304,Danny WELBECK,14.08.24 Sunderland v Manchester United,16.66733837,3.344447097,74.33101254,70.01053322,46.26324747,19.78223385,5.319147013,Left Centre Forward,Supporting Attacker,Right Centre Forward,Left Centre Midfielder,Right Centre Midfielder
305,Liam BRIDCUTT,14.08.24 Sunderland v Manchester United,-3.538159599,-0.931790619,94.13479527,40.8824207,36.38277406,19.51368032,17.41784734,Holding Midfielder,Left Centre Midfielder,Right Centre Midfielder,Supporting Attacker,Central Defender
306,Nacer CHADLI,14.08.24 Tottenham Hotspur v Queens Park Rangers,13.62222029,10.93207756,57.9327247,41.58878418,40.98225611,35.25072322,5.394622578,Left Centre Forward,Supporting Attacker,Left Centre Midfielder,Left Wing,Right Centre Forward
307,Jan VERTONGHEN,14.08.24 Tottenham Hotspur v Queens Park Rangers,-16.29560552,12.54889918,89.67118099,50.68668667,30.01208977,26.42010679,13.16844031,Central Left Defender,Central Defender,Left Centre Midfielder,Holding Midfielder,Advanced Left Back
308,Mauricio ISLA,14.08.24 Tottenham Hotspur v Queens Park Rangers,-0.842446094,-20.45121346,71.02132517,53.09247201,22.80186598,19.87597864,18.04418601,Advanced Right Back,Right Centre Midfielder,Central Right Defender,Holding Midfielder,Right Wing
309,Leroy FER,14.08.24 Tottenham Hotspur v Queens Park Rangers,4.970104665,6.190946994,79.4565225,51.30894433,47.58914116,23.06226752,17.58547349,Left Centre Midfielder,Supporting Attacker,Holding Midfielder,Left Centre Forward,Right Centre Midfielder
310,Nedum ONUOHA,14.08.24 Tottenham Hotspur v Queens Park Rangers,-7.790771141,-13.98672402,57.26888251,47.58032054,43.52618163,33.29158357,24.32790337,Central Right Defender,Right Centre Midfielder,Holding Midfielder,Advanced Right Back,Central Defender
311,Moussa DEMBELE,14.08.24 Tottenham Hotspur v Queens Park Rangers,7.649728096,-0.438184524,68.68120264,30.59717702,27.54599047,24.14689265,0.312514765,Supporting Attacker,Holding Midfielder,Right Centre Midfielder,Left Centre Midfielder,Right Centre Forward
312,Roberto SOLDADO,14.08.24 Tottenham Hotspur v Queens Park Rangers,13.23297368,-1.658742915,90.49558124,42.18721729,30.25884513,20.20878327,1.007903867,Supporting Attacker,Right Centre Forward,Left Centre Forward,Right Centre Midfielder,Left Centre Midfielder
313,Pablo ZABALETA,14.08.25 Manchester City v Liverpool,1.834179849,-23.14852283,85.65518618,48.45406092,33.11856427,12.02558777,11.03481102,Advanced Right Back,Right Centre Midfielder,Right Wing,Central Right Defender,Holding Midfielder
314,Alberto MORENO,14.08.25 Manchester City v Liverpool,2.660509167,24.55508265,90.84036539,42.04331473,40.97192886,10.68096204,3.701366576,Advanced Left Back,Left Centre Midfielder,Left Wing,Central Left Defender,Left Centre Forward
315,Lazar MARKOVIC,14.08.25 Manchester City v Liverpool,6.026689424,-4.864573354,67.85968876,58.9462189,50.22822501,20.83556329,18.00406157,Right Centre Midfielder,Supporting Attacker,Holding Midfielder,Left Centre Midfielder,Right Centre Forward
316,Jesus NAVAS,14.08.25 Manchester City v Liverpool,16.81274852,-21.89008584,92.26460908,44.89234086,42.19482155,40.28069675,22.38307168,Right Wing,Advanced Right Back,Right Centre Forward,Right Centre Midfielder,Supporting Attacker
317,Emre CAN,14.08.25 Manchester City v Liverpool,-5.680422048,-15.70194545,51.86836696,46.64974227,42.65770502,37.71785742,10.80586972,Right Centre Midfielder,Central Right Defender,Advanced Right Back,Holding Midfielder,Central Defender
318,Jonny EVANS,14.08.30 Burnley v Manchester United,-12.85250101,6.909104972,62.56012011,59.85917206,45.87157055,38.45473492,11.89478317,Central Left Defender,Central Defender,Holding Midfielder,Left Centre Midfielder,Central Right Defender
319,Angel DI MARIA,14.08.30 Burnley v Manchester United,12.86208151,5.342741642,67.23472102,56.49937346,36.46767394,21.28468163,6.8935736,Supporting Attacker,Left Centre Forward,Left Centre Midfielder,Right Centre Forward,Holding Midfielder
320,Steven REID,14.08.30 Burnley v Manchester United,-10.30516129,-8.510483871,56.46681506,52.10444428,42.81221557,32.57829231,1.760360451,Central Right Defender,Holding Midfielder,Central Defender,Right Centre Midfielder,Left Centre Midfielder
321,Samuel ETO'O,14.08.30 Everton v Chelsea,13.96930892,-1.487834043,88.05329422,48.02680394,37.09608645,19.8457573,2.871069086,Supporting Attacker,Right Centre Forward,Left Centre Forward,Right Centre Midfielder,Left Centre Midfielder
322,FILIPE,14.08.30 Everton v Chelsea,2.511032581,23.29210713,85.63494129,44.15526387,37.74664002,8.835541546,1.9186741,Advanced Left Back,Left Centre Midfielder,Left Wing,Central Left Defender,Left Centre Forward
323,Muhamed BESIC,14.08.30 Everton v Chelsea,-0.369497783,-2.859069799,87.76850782,56.80829803,41.29052172,38.8548483,6.881122689,Holding Midfielder,Right Centre Midfielder,Left Centre Midfielder,Supporting Attacker,Central Defender
324,Victor MOSES,14.08.30 Manchester City v Stoke City,15.36538181,18.40353335,79.01233437,48.31339275,37.14579566,36.08483562,24.05539276,Left Wing,Left Centre Forward,Advanced Left Back,Left Centre Midfielder,Supporting Attacker
325,Jonathan WALTERS,14.08.30 Manchester City v Stoke City,12.05145939,-13.623179,56.57826153,38.87511334,38.32064209,31.04427951,13.32218274,Right Centre Midfielder,Right Wing,Right Centre Forward,Supporting Attacker,Advanced Right Back
326,Bacary SAGNA,14.08.30 Manchester City v Stoke City,3.393184183,-24.93264308,91.41151231,44.16421836,41.10898253,6.592627424,6.001947294,Advanced Right Back,Right Centre Midfielder,Right Wing,Central Right Defender,Holding Midfielder
327,Marc MUNIESA,14.08.30 Manchester City v Stoke City,-12.44442076,15.30914825,78.73532545,46.30247751,41.73426031,37.14175428,33.64862831,Central Left Defender,Left Centre Midfielder,Central Defender,Advanced Left Back,Holding Midfielder
328,Massadio HAIDARA,14.08.30 Newcastle United v Crystal Palace,-2.204417328,22.72411174,78.63492135,48.23934242,32.46988759,25.46054128,11.80212671,Advanced Left Back,Left Centre Midfielder,Central Left Defender,Left Wing,Holding Midfielder
329,Adrian MARIAPPA,14.08.30 Newcastle United v Crystal Palace,-3.306167763,-21.06848684,69.73083624,49.47119119,36.47227391,23.68611908,14.97457805,Advanced Right Back,Right Centre Midfielder,Central Right Defender,Holding Midfielder,Right Wing
330,Wilfried ZAHA,14.08.30 Newcastle United v Crystal Palace,13.77240279,6.666191426,62.26536942,59.50876398,34.15990696,18.46816544,7.484004191,Left Centre Forward,Supporting Attacker,Left Centre Midfielder,Right Centre Forward,Left Wing
331,Clint HILL,14.08.30 Queens Park Rangers v Sunderland,-8.844590517,19.35727371,59.50093867,51.8664856,45.34534714,20.34362235,18.0949769,Central Left Defender,Advanced Left Back,Left Centre Midfielder,Holding Midfielder,Central Defender
332,Emanuele GIACCHERINI,14.08.30 Queens Park Rangers v Sunderland,10.05622781,9.182335297,57.91639331,47.43379979,42.37664715,15.86270694,13.2515278,Left Centre Midfielder,Supporting Attacker,Left Centre Forward,Left Wing,Holding Midfielder
333,Adel TAARABT,14.08.30 Queens Park Rangers v Sunderland,10.19924104,2.465014146,74.5537871,26.03138167,21.78804426,6.947354663,2.345567266,Supporting Attacker,Left Centre Midfielder,Left Centre Forward,Holding Midfielder,Right Centre Forward
334,Cristian GAMBOA,14.08.30 Swansea City v West Bromwich Albion,-4.73972818,-15.94787781,53.80526523,44.46461473,41.17385476,35.94239152,5.112088563,Right Centre Midfielder,Advanced Right Back,Central Right Defender,Holding Midfielder,Central Defender
335,James MORRISON,14.08.30 Swansea City v West Bromwich Albion,1.530702932,-0.490839898,79.72497573,52.33884413,48.62557511,47.44893842,0.393711205,Holding Midfielder,Left Centre Midfielder,Right Centre Midfielder,Supporting Attacker,Left Centre Forward
336,Thomas CARROLL,14.08.30 Swansea City v West Bromwich Albion,-3.532446352,0.297982833,90.15903159,48.38467384,34.11270576,22.59229007,20.66336792,Holding Midfielder,Left Centre Midfielder,Right Centre Midfielder,Supporting Attacker,Central Defender
337,Ravel MORRISON,14.08.30 West Ham United v Southampton,4.85,-4.412857143,67.7573881,58.58447724,56.3760851,27.39728158,14.58416982,Right Centre Midfielder,Holding Midfielder,Supporting Attacker,Left Centre Midfielder,Right Centre Forward
338,Gaston RAMIREZ,14.08.30 West Ham United v Southampton,5.702089887,2.016858168,59.76974778,53.86976718,49.08126155,27.53418094,10.86287019,Supporting Attacker,Left Centre Midfielder,Holding Midfielder,Right Centre Midfielder,Left Centre Forward
339,Michael DAWSON,14.08.31 Aston Villa v Hull City,-19.60525826,-9.667053646,83.10514247,65.51676552,31.14494294,13.69946279,12.92205375,Central Right Defender,Central Defender,Holding Midfielder,Central Left Defender,Right Centre Midfielder
340,Robert BRADY,14.08.31 Aston Villa v Hull City,4.240243476,21.42332731,75.16669476,47.95570721,41.05487296,6.815985682,1.88871207,Advanced Left Back,Left Centre Midfielder,Left Wing,Left Centre Forward,Supporting Attacker
341,Sone ALUKO,14.08.31 Aston Villa v Hull City,14.48603153,-4.72374685,74.53735574,63.61344224,37.47991738,31.67181293,7.269708625,Supporting Attacker,Right Centre Forward,Right Centre Midfielder,Left Centre Forward,Holding Midfielder
342,Jamie VARDY,14.08.31 Leicester City v Arsenal,18.46438333,4.10641364,84.32431134,61.86124986,47.65210211,15.61102158,7.651619265,Left Centre Forward,Supporting Attacker,Right Centre Forward,Left Centre Midfielder,Left Wing
343,Lukas PODOLSKI,14.08.31 Leicester City v Arsenal,16.79287446,12.24474459,66.67898616,48.53982941,34.97017408,27.97947164,9.140779428,Left Centre Forward,Left Wing,Supporting Attacker,Left Centre Midfielder,Right Centre Forward
344,Mario BALOTELLI,14.08.31 Tottenham Hotspur v Liverpool,13.5243832,1.122890757,87.12328461,45.28492999,34.98929889,13.62214403,8.54539242,Supporting Attacker,Left Centre Forward,Right Centre Forward,Left Centre Midfielder,Right Centre Midfielder
345,Mamadou SAKHO,14.08.31 Tottenham Hotspur v Liverpool,-16.30844554,18.22383487,85.49609936,42.21002578,37.62619714,36.6977748,25.76559006,Central Left Defender,Central Defender,Advanced Left Back,Left Centre Midfielder,Holding Midfielder
346,Ben DAVIES,14.08.31 Tottenham Hotspur v Liverpool,-1.185609874,24.10652521,85.17727766,45.67186755,30.76378166,28.55102032,8.901692822,Advanced Left Back,Left Centre Midfielder,Left Wing,Central Left Defender,Holding Midfielder
347,Jose ENRIQUE,14.08.31 Tottenham Hotspur v Liverpool,-5.513016949,22.52172881,67.81062569,42.75048382,41.97786376,11.36874091,9.821480392,Advanced Left Back,Left Centre Midfielder,Central Left Defender,Left Wing,Holding Midfielder
348,Frank LAMPARD,14.09.13 Arsenal v Manchester City,4.678117429,3.501326716,67.11918721,55.04951474,54.39344586,26.24826619,15.024542,Left Centre Midfielder,Supporting Attacker,Holding Midfielder,Right Centre Midfielder,Left Centre Forward
